ID,Branch,City,Customer_type,gender,Product_line,Unit_price,Quantity,Total,cogs,gross_income,rating,new_date,year_added,month_added
263-87-5680,C,Naypyitaw,Member,Female,"Home and lifestyle",28.53,10,299.565,285.3,14.265,7.8,2019-03-18,2019,Mar
573-58-9734,B,Mandalay,Normal,Female,"Fashion accessories",30.37,3,95.6655,91.11,4.5555,5.1,2019-03-28,2019,Mar
817-69-8206,B,Mandalay,Normal,Female,"Electronic accessories",99.73,9,942.4485,897.57,44.8785,6.5,2019-03-02,2019,Mar
888-02-0338,A,Yangon,Normal,Male,"Electronic accessories",26.23,9,247.8735,236.07,11.8035,5.9,2019-01-25,2019,Jan
677-11-0152,C,Naypyitaw,Normal,Female,"Food and beverages",93.26,9,881.307,839.34,41.967,8.8,2019-01-16,2019,Jan
142-63-6033,B,Mandalay,Normal,Male,"Home and lifestyle",92.36,5,484.89,461.8,23.09,4.9,2019-03-20,2019,Mar
656-16-1063,B,Mandalay,Normal,Male,"Sports and travel",46.42,3,146.223,139.26,6.963,4.4,2019-01-04,2019,Jan
891-58-8335,B,Mandalay,Member,Female,"Sports and travel",29.61,7,217.6335,207.27,10.3635,6.5,2019-03-11,2019,Mar
802-43-8934,A,Yangon,Normal,Male,"Home and lifestyle",18.28,1,19.194,18.28,0.914,8.3,2019-03-22,2019,Mar
560-30-5617,B,Mandalay,Normal,Female,"Sports and travel",24.77,5,130.0425,123.85,6.1925,8.5,2019-03-24,2019,Mar
319-74-2561,A,Yangon,Member,Female,"Electronic accessories",94.64,3,298.116,283.92,14.196,5.5,2019-02-21,2019,Feb
549-03-9315,B,Mandalay,Normal,Male,"Fashion accessories",94.87,8,796.908,758.96,37.948,8.7,2019-02-12,2019,Feb
790-29-1172,B,Mandalay,Normal,Female,"Food and beverages",57.34,3,180.621,172.02,8.601,7.9,2019-03-10,2019,Mar
239-36-3640,B,Mandalay,Normal,Male,"Electronic accessories",45.35,6,285.705,272.1,13.605,6.1,2019-01-31,2019,Jan
468-01-2051,B,Mandalay,Normal,Male,"Food and beverages",62.08,7,456.288,434.56,21.728,5.4,2019-03-06,2019,Mar
389-25-3394,C,Naypyitaw,Normal,Male,"Electronic accessories",11.81,5,62.0025,59.05,2.9525,9.4,2019-02-17,2019,Feb
279-62-1445,C,Naypyitaw,Member,Female,"Fashion accessories",12.54,1,13.167,12.54,0.627,8.2,2019-02-21,2019,Feb
213-72-6612,A,Yangon,Normal,Male,"Food and beverages",43.25,2,90.825,86.5,4.325,6.2,2019-03-20,2019,Mar
746-68-6593,C,Naypyitaw,Member,Female,"Sports and travel",87.16,2,183.036,174.32,8.716,9.7,2019-01-11,2019,Jan
836-82-5858,B,Mandalay,Member,Male,"Health and beauty",69.37,9,655.5465,624.33,31.2165,4,2019-01-26,2019,Jan
583-72-1480,C,Naypyitaw,Member,Male,"Electronic accessories",37.06,4,155.652,148.24,7.412,9.7,2019-01-31,2019,Jan
466-61-5506,B,Mandalay,Member,Female,"Electronic accessories",90.7,6,571.41,544.2,27.21,5.3,2019-02-26,2019,Feb
721-86-6247,A,Yangon,Normal,Female,"Home and lifestyle",63.42,8,532.728,507.36,25.368,7.4,2019-03-11,2019,Mar
289-65-5721,B,Mandalay,Normal,Female,"Fashion accessories",81.37,2,170.877,162.74,8.137,6.5,2019-01-26,2019,Jan
545-46-3100,B,Mandalay,Member,Female,"Electronic accessories",10.59,3,33.3585,31.77,1.5885,8.7,2019-03-12,2019,Mar
418-02-5978,B,Mandalay,Normal,Female,"Health and beauty",84.09,9,794.6505,756.81,37.8405,8,2019-02-11,2019,Feb
269-04-5750,B,Mandalay,Member,Male,"Fashion accessories",73.82,4,310.044,295.28,14.764,6.7,2019-02-21,2019,Feb
157-13-5295,A,Yangon,Member,Male,"Health and beauty",51.94,10,545.37,519.4,25.97,6.5,2019-03-09,2019,Mar
645-78-8093,A,Yangon,Normal,Female,"Sports and travel",93.14,2,195.594,186.28,9.314,4.1,2019-01-20,2019,Jan
211-30-9270,C,Naypyitaw,Normal,Male,"Health and beauty",17.41,5,91.4025,87.05,4.3525,4.9,2019-01-28,2019,Jan
755-12-3214,C,Naypyitaw,Member,Female,"Fashion accessories",44.22,5,232.155,221.1,11.055,8.6,2019-03-05,2019,Mar
346-84-3103,B,Mandalay,Member,Female,"Electronic accessories",13.22,5,69.405,66.1,3.305,4.3,2019-03-02,2019,Mar
478-06-7835,A,Yangon,Normal,Male,"Fashion accessories",89.69,1,94.1745,89.69,4.4845,4.9,2019-01-11,2019,Jan
540-11-4336,A,Yangon,Normal,Male,"Food and beverages",24.94,9,235.683,224.46,11.223,5.6,2019-01-11,2019,Jan
448-81-5016,A,Yangon,Normal,Male,"Health and beauty",59.77,2,125.517,119.54,5.977,5.8,2019-03-11,2019,Mar
142-72-4741,C,Naypyitaw,Member,Male,"Fashion accessories",93.2,2,195.72,186.4,9.32,6,2019-02-28,2019,Feb
217-58-1179,A,Yangon,Member,Male,"Home and lifestyle",62.65,4,263.13,250.6,12.53,4.2,2019-01-05,2019,Jan
376-02-8238,B,Mandalay,Normal,Male,"Home and lifestyle",93.87,8,788.508,750.96,37.548,8.3,2019-02-02,2019,Feb
530-90-9855,A,Yangon,Member,Male,"Home and lifestyle",47.59,8,399.756,380.72,19.036,5.7,2019-01-01,2019,Jan
866-05-7563,B,Mandalay,Member,Female,"Electronic accessories",81.4,3,256.41,244.2,12.21,4.8,2019-02-09,2019,Feb
604-70-6476,A,Yangon,Member,Male,"Fashion accessories",17.94,5,94.185,89.7,4.485,6.8,2019-01-23,2019,Jan
799-71-1548,A,Yangon,Member,Male,"Electronic accessories",77.72,4,326.424,310.88,15.544,8.8,2019-01-07,2019,Jan
785-13-7708,B,Mandalay,Normal,Male,"Food and beverages",73.06,7,536.991,511.42,25.571,4.2,2019-01-14,2019,Jan
845-51-0542,B,Mandalay,Member,Male,"Food and beverages",46.55,9,439.8975,418.95,20.9475,6.4,2019-02-02,2019,Feb
662-47-5456,C,Naypyitaw,Member,Male,"Fashion accessories",35.19,10,369.495,351.9,17.595,8.4,2019-03-17,2019,Mar
883-17-4236,C,Naypyitaw,Normal,Female,"Sports and travel",14.39,2,30.219,28.78,1.439,7.2,2019-03-02,2019,Mar
290-68-2984,A,Yangon,Normal,Male,"Home and lifestyle",23.75,4,99.75,95,4.75,5.2,2019-03-16,2019,Mar
704-11-6354,A,Yangon,Member,Male,"Home and lifestyle",58.9,8,494.76,471.2,23.56,8.9,2019-01-06,2019,Jan
110-48-7033,B,Mandalay,Member,Male,"Fashion accessories",32.62,4,137.004,130.48,6.524,9,2019-01-29,2019,Jan
366-93-0948,A,Yangon,Member,Male,"Electronic accessories",66.35,1,69.6675,66.35,3.3175,9.7,2019-01-31,2019,Jan
729-09-9681,A,Yangon,Member,Male,"Home and lifestyle",25.91,6,163.233,155.46,7.773,8.7,2019-02-05,2019,Feb
151-16-1484,A,Yangon,Member,Male,"Electronic accessories",32.25,4,135.45,129,6.45,6.5,2019-02-13,2019,Feb
380-94-4661,C,Naypyitaw,Member,Male,"Electronic accessories",65.94,4,276.948,263.76,13.188,6.9,2019-02-07,2019,Feb
850-41-9669,A,Yangon,Normal,Female,"Electronic accessories",75.06,9,709.317,675.54,33.777,6.2,2019-03-19,2019,Mar
821-07-3596,C,Naypyitaw,Normal,Female,"Fashion accessories",16.45,4,69.09,65.8,3.29,5.6,2019-03-07,2019,Mar
655-85-5130,B,Mandalay,Member,Female,"Fashion accessories",38.3,4,160.86,153.2,7.66,5.7,2019-03-13,2019,Mar
447-15-7839,A,Yangon,Member,Female,"Sports and travel",22.24,10,233.52,222.4,11.12,4.2,2019-02-09,2019,Feb
154-74-7179,B,Mandalay,Normal,Male,"Sports and travel",54.45,1,57.1725,54.45,2.7225,7.9,2019-02-26,2019,Feb
253-12-6086,A,Yangon,Member,Female,"Sports and travel",98.4,7,723.24,688.8,34.44,8.7,2019-03-12,2019,Mar
808-65-0703,C,Naypyitaw,Normal,Male,"Home and lifestyle",35.47,4,148.974,141.88,7.094,6.9,2019-03-14,2019,Mar
571-94-0759,B,Mandalay,Member,Female,"Food and beverages",74.6,10,783.3,746,37.3,9.5,2019-01-08,2019,Jan
144-51-6085,A,Yangon,Member,Male,"Home and lifestyle",70.74,4,297.108,282.96,14.148,4.4,2019-01-05,2019,Jan
731-14-2199,A,Yangon,Member,Female,"Home and lifestyle",35.54,10,373.17,355.4,17.77,7,2019-01-04,2019,Jan
783-09-1637,B,Mandalay,Normal,Female,"Sports and travel",67.43,5,354.0075,337.15,16.8575,6.3,2019-03-06,2019,Mar
687-15-1097,C,Naypyitaw,Member,Female,"Health and beauty",21.12,2,44.352,42.24,2.112,9.7,2019-01-03,2019,Jan
126-54-1082,A,Yangon,Member,Female,"Home and lifestyle",21.54,9,203.553,193.86,9.693,8.8,2019-01-07,2019,Jan
633-91-1052,A,Yangon,Normal,Female,"Home and lifestyle",12.03,2,25.263,24.06,1.203,5.1,2019-01-27,2019,Jan
477-24-6490,B,Mandalay,Normal,Female,"Health and beauty",99.71,6,628.173,598.26,29.913,7.9,2019-02-26,2019,Feb
566-19-5475,B,Mandalay,Normal,Male,"Fashion accessories",47.97,7,352.5795,335.79,16.7895,6.2,2019-01-07,2019,Jan
526-86-8552,C,Naypyitaw,Member,Female,"Home and lifestyle",21.82,10,229.11,218.2,10.91,7.1,2019-01-07,2019,Jan
376-56-3573,C,Naypyitaw,Normal,Female,"Fashion accessories",95.42,4,400.764,381.68,19.084,6.4,2019-02-02,2019,Feb
537-72-0426,C,Naypyitaw,Member,Male,"Fashion accessories",70.99,10,745.395,709.9,35.495,5.7,2019-03-20,2019,Mar
828-61-5674,A,Yangon,Member,Male,"Sports and travel",44.02,10,462.21,440.2,22.01,9.6,2019-03-20,2019,Mar
136-08-6195,A,Yangon,Normal,Female,"Home and lifestyle",69.96,8,587.664,559.68,27.984,6.4,2019-02-15,2019,Feb
523-38-0215,C,Naypyitaw,Normal,Male,"Home and lifestyle",37,1,38.85,37,1.85,7.9,2019-03-06,2019,Mar
490-29-1201,A,Yangon,Normal,Female,"Sports and travel",15.34,1,16.107,15.34,0.767,6.5,2019-01-06,2019,Jan
667-92-0055,A,Yangon,Member,Male,"Health and beauty",99.83,6,628.929,598.98,29.949,8.5,2019-03-04,2019,Mar
565-17-3836,A,Yangon,Member,Female,"Health and beauty",47.67,4,200.214,190.68,9.534,9.1,2019-03-12,2019,Mar
498-41-1961,B,Mandalay,Normal,Male,"Health and beauty",66.68,5,350.07,333.4,16.67,7.6,2019-02-20,2019,Feb
593-95-4461,C,Naypyitaw,Member,Male,"Home and lifestyle",74.86,1,78.603,74.86,3.743,6.9,2019-03-24,2019,Mar
226-71-3580,C,Naypyitaw,Normal,Female,"Sports and travel",23.75,9,224.4375,213.75,10.6875,9.5,2019-01-31,2019,Jan
283-79-9594,B,Mandalay,Normal,Female,"Food and beverages",48.51,7,356.5485,339.57,16.9785,5.2,2019-01-25,2019,Jan
430-60-3493,A,Yangon,Member,Female,"Home and lifestyle",94.88,7,697.368,664.16,33.208,4.2,2019-02-03,2019,Feb
139-20-0155,B,Mandalay,Member,Male,"Electronic accessories",40.3,10,423.15,403,20.15,7,2019-01-24,2019,Jan
558-80-4082,C,Naypyitaw,Normal,Male,"Electronic accessories",27.85,7,204.6975,194.95,9.7475,6,2019-03-14,2019,Mar
278-97-7759,A,Yangon,Member,Female,"Electronic accessories",62.48,1,65.604,62.48,3.124,4.7,2019-02-18,2019,Feb
316-68-6352,A,Yangon,Member,Female,"Food and beverages",36.36,2,76.356,72.72,3.636,7.1,2019-01-21,2019,Jan
585-03-5943,B,Mandalay,Normal,Male,"Health and beauty",18.11,10,190.155,181.1,9.055,5.9,2019-03-13,2019,Mar
211-05-0490,C,Naypyitaw,Member,Female,"Electronic accessories",51.92,5,272.58,259.6,12.98,7.5,2019-03-03,2019,Mar
727-75-6477,C,Naypyitaw,Normal,Male,"Electronic accessories",28.84,4,121.128,115.36,5.768,6.4,2019-03-29,2019,Mar
744-02-5987,A,Yangon,Member,Male,"Home and lifestyle",78.38,6,493.794,470.28,23.514,5.8,2019-01-10,2019,Jan
307-83-9164,A,Yangon,Member,Male,"Home and lifestyle",60.01,4,252.042,240.04,12.002,4.5,2019-01-25,2019,Jan
779-06-0012,C,Naypyitaw,Member,Female,"Home and lifestyle",88.61,1,93.0405,88.61,4.4305,7.7,2019-01-19,2019,Jan
446-47-6729,C,Naypyitaw,Normal,Male,"Fashion accessories",99.82,2,209.622,199.64,9.982,6.7,2019-01-02,2019,Jan
573-10-3877,B,Mandalay,Member,Male,"Health and beauty",39.01,1,40.9605,39.01,1.9505,4.7,2019-03-12,2019,Mar
735-06-4124,C,Naypyitaw,Normal,Male,"Food and beverages",48.61,1,51.0405,48.61,2.4305,4.4,2019-02-25,2019,Feb
439-54-7422,A,Yangon,Normal,Female,"Electronic accessories",51.19,4,214.998,204.76,10.238,4.7,2019-03-18,2019,Mar
396-90-2219,B,Mandalay,Normal,Female,"Electronic accessories",14.96,8,125.664,119.68,5.984,8.6,2019-02-23,2019,Feb
411-77-0180,A,Yangon,Member,Male,"Electronic accessories",72.2,7,530.67,505.4,25.27,4.3,2019-03-26,2019,Mar
286-01-5402,A,Yangon,Normal,Female,"Sports and travel",40.23,7,295.6905,281.61,14.0805,9.6,2019-03-30,2019,Mar
803-17-8013,A,Yangon,Member,Female,"Home and lifestyle",88.79,8,745.836,710.32,35.516,4.1,2019-02-17,2019,Feb
512-98-1403,A,Yangon,Member,Female,"Electronic accessories",26.48,3,83.412,79.44,3.972,4.7,2019-03-21,2019,Mar
848-42-2560,A,Yangon,Normal,Female,"Fashion accessories",81.91,2,172.011,163.82,8.191,7.8,2019-03-05,2019,Mar
532-59-7201,B,Mandalay,Member,Male,"Sports and travel",79.93,6,503.559,479.58,23.979,5.5,2019-01-31,2019,Jan
181-94-6432,C,Naypyitaw,Member,Male,"Fashion accessories",69.33,2,145.593,138.66,6.933,9.7,2019-02-05,2019,Feb
870-76-1733,A,Yangon,Member,Female,"Food and beverages",14.23,5,74.7075,71.15,3.5575,4.4,2019-02-01,2019,Feb
423-64-4619,A,Yangon,Member,Female,"Health and beauty",15.55,9,146.9475,139.95,6.9975,5,2019-03-07,2019,Mar
227-07-4446,C,Naypyitaw,Member,Female,"Electronic accessories",78.13,10,820.365,781.3,39.065,4.4,2019-02-10,2019,Feb
174-36-3675,C,Naypyitaw,Member,Male,"Food and beverages",99.37,2,208.677,198.74,9.937,5.2,2019-02-14,2019,Feb
428-83-5800,C,Naypyitaw,Member,Female,"Food and beverages",21.08,3,66.402,63.24,3.162,7.3,2019-02-09,2019,Feb
603-07-0961,C,Naypyitaw,Member,Male,"Electronic accessories",74.79,5,392.6475,373.95,18.6975,4.9,2019-01-10,2019,Jan
704-20-4138,C,Naypyitaw,Member,Female,"Health and beauty",29.67,7,218.0745,207.69,10.3845,8.1,2019-03-11,2019,Mar
787-15-1757,C,Naypyitaw,Member,Male,"Health and beauty",44.07,4,185.094,176.28,8.814,8.4,2019-02-18,2019,Feb
649-11-3678,C,Naypyitaw,Normal,Female,"Food and beverages",22.93,9,216.6885,206.37,10.3185,5.5,2019-02-26,2019,Feb
622-20-1945,C,Naypyitaw,Normal,Female,"Health and beauty",39.42,1,41.391,39.42,1.971,8.4,2019-01-18,2019,Jan
372-94-8041,A,Yangon,Normal,Male,"Health and beauty",15.26,6,96.138,91.56,4.578,9.8,2019-02-15,2019,Feb
563-91-7120,A,Yangon,Normal,Female,"Fashion accessories",61.77,5,324.2925,308.85,15.4425,6.7,2019-03-08,2019,Mar
746-54-5508,A,Yangon,Normal,Male,"Home and lifestyle",21.52,6,135.576,129.12,6.456,9.4,2019-01-17,2019,Jan
276-54-0879,B,Mandalay,Normal,Male,"Sports and travel",97.74,4,410.508,390.96,19.548,6.4,2019-03-12,2019,Mar
815-11-1168,A,Yangon,Member,Male,"Food and beverages",99.78,5,523.845,498.9,24.945,5.4,2019-03-09,2019,Mar
719-76-3868,C,Naypyitaw,Member,Male,"Food and beverages",94.26,4,395.892,377.04,18.852,8.6,2019-03-12,2019,Mar
730-61-8757,B,Mandalay,Member,Male,"Health and beauty",51.13,4,214.746,204.52,10.226,4,2019-01-25,2019,Jan
340-66-0321,A,Yangon,Member,Male,"Electronic accessories",36.36,4,152.712,145.44,7.272,7.6,2019-03-25,2019,Mar
868-81-1752,B,Mandalay,Normal,Male,"Home and lifestyle",22.02,9,208.089,198.18,9.909,6.8,2019-02-07,2019,Feb
634-97-8956,A,Yangon,Normal,Male,"Food and beverages",32.9,3,103.635,98.7,4.935,9.1,2019-02-17,2019,Feb
566-71-1091,A,Yangon,Normal,Male,"Fashion accessories",77.02,5,404.355,385.1,19.255,5.5,2019-02-03,2019,Feb
442-48-3607,A,Yangon,Member,Male,"Food and beverages",23.48,2,49.308,46.96,2.348,7.9,2019-03-14,2019,Mar
835-16-0096,C,Naypyitaw,Member,Male,"Sports and travel",14.7,5,77.175,73.5,3.675,8.5,2019-03-24,2019,Mar
527-09-6272,A,Yangon,Member,Female,"Electronic accessories",28.45,5,149.3625,142.25,7.1125,9.1,2019-03-21,2019,Mar
898-04-2717,A,Yangon,Normal,Male,"Fashion accessories",76.4,9,721.98,687.6,34.38,7.5,2019-03-19,2019,Mar
692-27-8933,B,Mandalay,Normal,Female,"Sports and travel",57.95,6,365.085,347.7,17.385,5.2,2019-02-24,2019,Feb
633-09-3463,C,Naypyitaw,Normal,Female,"Electronic accessories",47.65,3,150.0975,142.95,7.1475,9.5,2019-03-28,2019,Mar
374-17-3652,B,Mandalay,Member,Female,"Food and beverages",42.82,9,404.649,385.38,19.269,8.9,2019-02-05,2019,Feb
378-07-7001,B,Mandalay,Member,Male,"Electronic accessories",48.09,3,151.4835,144.27,7.2135,7.8,2019-02-10,2019,Feb
433-75-6987,B,Mandalay,Member,Female,"Health and beauty",55.97,7,411.3795,391.79,19.5895,8.9,2019-03-05,2019,Mar
873-95-4984,B,Mandalay,Member,Female,"Health and beauty",76.9,7,565.215,538.3,26.915,7.7,2019-02-15,2019,Feb
416-13-5917,C,Naypyitaw,Normal,Female,"Food and beverages",97.03,5,509.4075,485.15,24.2575,9.3,2019-01-30,2019,Jan
150-89-8043,A,Yangon,Normal,Male,"Sports and travel",44.65,3,140.6475,133.95,6.6975,6.2,2019-02-14,2019,Feb
135-84-8019,A,Yangon,Normal,Female,"Fashion accessories",77.93,9,736.4385,701.37,35.0685,7.6,2019-02-27,2019,Feb
441-94-7118,A,Yangon,Member,Male,"Electronic accessories",71.95,1,75.5475,71.95,3.5975,7.3,2019-02-04,2019,Feb
725-96-3778,C,Naypyitaw,Member,Female,"Home and lifestyle",89.25,8,749.7,714,35.7,4.7,2019-01-20,2019,Jan
531-80-1784,A,Yangon,Normal,Male,"Electronic accessories",26.02,7,191.247,182.14,9.107,5.1,2019-03-28,2019,Mar
400-45-1220,B,Mandalay,Normal,Female,"Health and beauty",13.5,10,141.75,135,6.75,4.8,2019-02-27,2019,Feb
860-79-0874,C,Naypyitaw,Member,Female,"Fashion accessories",99.3,10,1042.65,993,49.65,6.6,2019-02-15,2019,Feb
834-61-8124,A,Yangon,Normal,Male,"Electronic accessories",51.69,7,379.9215,361.83,18.0915,5.5,2019-01-26,2019,Jan
115-99-4379,B,Mandalay,Member,Female,"Fashion accessories",54.73,7,402.2655,383.11,19.1555,8.5,2019-03-14,2019,Mar
565-67-6697,B,Mandalay,Member,Male,"Home and lifestyle",27,9,255.15,243,12.15,4.8,2019-03-02,2019,Mar
320-49-6392,C,Naypyitaw,Normal,Female,"Electronic accessories",30.24,1,31.752,30.24,1.512,8.4,2019-03-04,2019,Mar
889-04-9723,B,Mandalay,Member,Female,"Food and beverages",89.14,4,374.388,356.56,17.828,7.8,2019-01-07,2019,Jan
632-90-0281,C,Naypyitaw,Normal,Female,"Fashion accessories",37.55,10,394.275,375.5,18.775,9.3,2019-03-08,2019,Mar
554-42-2417,C,Naypyitaw,Normal,Female,"Sports and travel",95.44,10,1002.12,954.4,47.72,5.2,2019-01-09,2019,Jan
453-63-6187,B,Mandalay,Normal,Male,"Electronic accessories",27.5,3,86.625,82.5,4.125,6.5,2019-03-01,2019,Mar
578-80-7669,B,Mandalay,Normal,Male,"Sports and travel",74.97,1,78.7185,74.97,3.7485,5.6,2019-03-16,2019,Mar
612-36-5536,A,Yangon,Member,Male,"Food and beverages",80.96,8,680.064,647.68,32.384,7.4,2019-02-17,2019,Feb
605-72-4132,C,Naypyitaw,Normal,Female,"Food and beverages",94.47,8,793.548,755.76,37.788,9.1,2019-02-27,2019,Feb
471-41-2823,C,Naypyitaw,Normal,Male,"Food and beverages",99.79,2,209.559,199.58,9.979,8,2019-03-07,2019,Mar
462-67-9126,A,Yangon,Normal,Male,"Home and lifestyle",73.22,6,461.286,439.32,21.966,7.2,2019-01-21,2019,Jan
272-27-9238,C,Naypyitaw,Normal,Female,"Food and beverages",41.24,4,173.208,164.96,8.248,7.1,2019-02-19,2019,Feb
834-25-9262,C,Naypyitaw,Normal,Female,"Fashion accessories",81.68,4,343.056,326.72,16.336,9.1,2019-01-06,2019,Jan
122-61-9553,C,Naypyitaw,Normal,Female,"Electronic accessories",51.32,9,484.974,461.88,23.094,5.6,2019-03-14,2019,Mar
468-88-0009,A,Yangon,Member,Male,"Home and lifestyle",65.94,4,276.948,263.76,13.188,6,2019-03-24,2019,Mar
613-59-9758,C,Naypyitaw,Normal,Female,"Sports and travel",14.36,10,150.78,143.6,7.18,5.4,2019-01-27,2019,Jan
254-31-0042,A,Yangon,Member,Male,"Electronic accessories",21.5,9,203.175,193.5,9.675,7.8,2019-03-06,2019,Mar
201-86-2184,B,Mandalay,Member,Female,"Electronic accessories",26.26,7,193.011,183.82,9.191,9.9,2019-02-02,2019,Feb
261-12-8671,B,Mandalay,Normal,Female,"Fashion accessories",60.96,2,128.016,121.92,6.096,4.9,2019-01-25,2019,Jan
730-70-9830,C,Naypyitaw,Normal,Female,"Home and lifestyle",70.11,6,441.693,420.66,21.033,5.2,2019-03-14,2019,Mar
382-25-8917,C,Naypyitaw,Normal,Male,"Fashion accessories",42.08,6,265.104,252.48,12.624,8.9,2019-01-29,2019,Jan
422-29-8786,A,Yangon,Normal,Female,"Home and lifestyle",67.09,5,352.2225,335.45,16.7725,9.1,2019-01-03,2019,Jan
667-23-5919,A,Yangon,Member,Female,"Fashion accessories",96.7,5,507.675,483.5,24.175,7,2019-01-14,2019,Jan
843-01-4703,B,Mandalay,Member,Female,"Home and lifestyle",35.38,9,334.341,318.42,15.921,9.6,2019-01-05,2019,Jan
743-88-1662,C,Naypyitaw,Normal,Male,"Sports and travel",95.49,7,701.8515,668.43,33.4215,8.7,2019-02-22,2019,Feb
595-86-2894,C,Naypyitaw,Member,Male,"Fashion accessories",96.98,4,407.316,387.92,19.396,9.4,2019-02-06,2019,Feb
182-69-8360,B,Mandalay,Normal,Female,"Electronic accessories",23.65,4,99.33,94.6,4.73,4,2019-01-30,2019,Jan
289-15-7034,A,Yangon,Member,Male,"Sports and travel",82.33,4,345.786,329.32,16.466,7.5,2019-01-11,2019,Jan
462-78-5240,C,Naypyitaw,Normal,Female,"Electronic accessories",26.61,2,55.881,53.22,2.661,4.2,2019-03-19,2019,Mar
868-52-7573,B,Mandalay,Normal,Female,"Food and beverages",99.69,5,523.3725,498.45,24.9225,9.9,2019-01-14,2019,Jan
153-58-4872,C,Naypyitaw,Member,Female,"Food and beverages",74.89,4,314.538,299.56,14.978,4.2,2019-03-01,2019,Mar
662-72-2873,A,Yangon,Normal,Female,"Food and beverages",40.94,5,214.935,204.7,10.235,9.9,2019-01-06,2019,Jan
525-88-7307,B,Mandalay,Member,Male,"Sports and travel",75.82,1,79.611,75.82,3.791,5.8,2019-01-31,2019,Jan
689-16-9784,C,Naypyitaw,Normal,Male,"Food and beverages",46.77,6,294.651,280.62,14.031,6,2019-03-11,2019,Mar
725-56-0833,A,Yangon,Normal,Female,"Health and beauty",32.32,10,339.36,323.2,16.16,10,2019-02-20,2019,Feb
394-41-0748,C,Naypyitaw,Member,Female,"Fashion accessories",54.07,9,510.9615,486.63,24.3315,9.5,2019-01-27,2019,Jan
596-42-3999,B,Mandalay,Normal,Male,"Food and beverages",18.22,7,133.917,127.54,6.377,6.6,2019-03-10,2019,Mar
541-89-9860,C,Naypyitaw,Member,Female,"Fashion accessories",80.48,3,253.512,241.44,12.072,8.1,2019-02-15,2019,Feb
173-82-9529,B,Mandalay,Normal,Female,"Fashion accessories",37.95,10,398.475,379.5,18.975,9.7,2019-01-26,2019,Jan
563-36-9814,A,Yangon,Member,Male,"Electronic accessories",76.82,1,80.661,76.82,3.841,7.2,2019-02-13,2019,Feb
308-47-4913,A,Yangon,Member,Female,"Sports and travel",52.26,10,548.73,522.6,26.13,6.2,2019-03-09,2019,Mar
885-17-6250,A,Yangon,Normal,Female,"Health and beauty",79.74,1,83.727,79.74,3.987,7.3,2019-03-06,2019,Mar
726-27-2396,A,Yangon,Normal,Female,"Health and beauty",77.5,5,406.875,387.5,19.375,4.3,2019-01-24,2019,Jan
316-01-3952,A,Yangon,Normal,Female,"Food and beverages",54.27,5,284.9175,271.35,13.5675,4.6,2019-03-13,2019,Mar
760-54-1821,B,Mandalay,Normal,Male,"Home and lifestyle",13.59,9,128.4255,122.31,6.1155,5.8,2019-03-15,2019,Mar
793-10-3222,B,Mandalay,Member,Female,"Health and beauty",41.06,6,258.678,246.36,12.318,8.3,2019-03-05,2019,Mar
346-12-3257,B,Mandalay,Member,Male,"Electronic accessories",19.24,9,181.818,173.16,8.658,8,2019-03-04,2019,Mar
110-05-6330,C,Naypyitaw,Normal,Female,"Food and beverages",39.43,6,248.409,236.58,11.829,9.4,2019-03-25,2019,Mar
651-61-0874,C,Naypyitaw,Normal,Male,"Home and lifestyle",46.22,4,194.124,184.88,9.244,6.2,2019-03-12,2019,Mar
236-86-3015,C,Naypyitaw,Member,Male,"Home and lifestyle",13.98,1,14.679,13.98,0.699,9.8,2019-02-04,2019,Feb
831-64-0259,B,Mandalay,Normal,Female,"Fashion accessories",39.75,5,208.6875,198.75,9.9375,9.6,2019-02-22,2019,Feb
587-03-7455,C,Naypyitaw,Member,Female,"Fashion accessories",97.79,7,718.7565,684.53,34.2265,4.9,2019-02-16,2019,Feb
882-40-4577,A,Yangon,Member,Male,"Sports and travel",67.26,4,282.492,269.04,13.452,8,2019-01-19,2019,Jan
732-67-5346,A,Yangon,Normal,Male,"Food and beverages",13.79,5,72.3975,68.95,3.4475,7.8,2019-01-11,2019,Jan
725-32-9708,B,Mandalay,Member,Female,"Fashion accessories",68.71,4,288.582,274.84,13.742,4.1,2019-01-04,2019,Jan
256-08-8343,A,Yangon,Normal,Female,"Home and lifestyle",56.53,4,237.426,226.12,11.306,5.5,2019-03-04,2019,Mar
372-26-1506,C,Naypyitaw,Normal,Female,"Fashion accessories",23.82,5,125.055,119.1,5.955,5.4,2019-01-28,2019,Jan
244-08-0162,B,Mandalay,Normal,Female,"Health and beauty",34.21,10,359.205,342.1,17.105,5.1,2019-01-02,2019,Jan
569-71-4390,B,Mandalay,Normal,Male,"Sports and travel",21.87,2,45.927,43.74,2.187,6.9,2019-01-25,2019,Jan
132-23-6451,A,Yangon,Member,Male,"Health and beauty",20.97,5,110.0925,104.85,5.2425,7.8,2019-01-04,2019,Jan
696-90-2548,A,Yangon,Normal,Male,"Sports and travel",25.84,3,81.396,77.52,3.876,6.6,2019-03-10,2019,Mar
472-15-9636,A,Yangon,Normal,Male,"Home and lifestyle",50.93,8,427.812,407.44,20.372,9.2,2019-03-22,2019,Mar
